name,author,year,genre,key_words,to_watch,watched
Cheech i Chong: Wciąż palący,Tommy Chong,1983,Komedia; Film kultowy; Satyr,Cheech Marin; Tommy Chong; Susan Hahn; Carol van Herwijnen; Shireen Strooker; kontrkultura; marihuana; lata 80.; humor absurdalny; duet komediowy; film narkotykowy; parodia; muzyka; hippisi; anarchia; nonsens; krytyka społeczna; improwizacja; komedia sytuacyjna; Los Angeles; subkultura; film underground; lata 70. i 80.; popkultura; kultowy status; żarty o używkach; młodzież; bunt; prowokacja; wolność,0,0
Emicida: AmarElo – Live in São Paulo,Fred Ouro Preto,2021,Dokument; Film muzyczny; Film międzynarodowy,Emicida; Brazylia; São Paulo; koncert; hip-hop; rap; freestyle; kultura afro-brazylijska; muzyka na żywo; publiczność; energia sceniczna; teksty polityczne; tożsamość; bunt; współczesna Brazylia; aktywizm; muzyka protestu; emocje; równość; historia muzyki; artysta; kreatywność; improwizacja; performance; scena hip-hopowa; młodzież; współczesne społeczeństwo; brazylijska kultura; inspiracja; sztuka,0,0
Podnieś jak dziewczyna,Mayye Zayed,2021,Dokument; Sport; Film międzynarodowy,Egipt; kobiety; sport; podnoszenie ciężarów; siła; trening; dyscyplina; pasja; bariery społeczne; walka o marzenia; młodzież; przełamywanie stereotypów; trener; codzienność; wyzwania; zdrowie; motywacja; społeczeństwo; kobieca niezależność; feminizm; sportowa rywalizacja; inspiracja; rodzina; wsparcie; emocje; tradycja; kultura; sport olimpijski; rozwój; nadzieja,0,0
Moja Amanda,Alessandra de Rossi,2021,Dramat; Romans; Film międzynarodowy,Piolo Pascual; Alessandra de Rossi; KC Montero; Alex Medina; Jess Mendoza; Helga Krapf; Joyce Ann Burton; Luz Valdez; Filipiny; przyjaźń; miłość; relacje; emocje; szczerość; uczucia; więź; bliskość; historia obyczajowa; współczesność; intymność; podróż; marzenia; rozterki; wolność; życie; tęsknota; wybory; relacje damsko-męskie; nostalgia; czułość,0,0
Sezon na misia,Ash Brannon; Chris Buck,2007,Film familijny; Komedia; Animacja; Film sportowy,Shia LaBeouf; Jeff Bridges; Zooey Deschanel; Jon Heder; James Woods; Diedrich Bader; Mario Cantone; Kelly Slater; Rob Machado; Sal Masekela; surfing; ocean; fale; plaża; zawody; przyjaźń; animacja komputerowa; humor; rywalizacja; bohaterowie zwierzęcy; kino familijne; muzyka; sport; młodzież; emocje; determinacja; odwaga; zabawa; natura; dzieciństwo; kino przygodowe,0,0
Nieznany święty,Alaa Eddine Aljem,2019,Dramat; Komedia; Film niezależny; Film międzynarodowy,Younes Bouab; Salah Bensalah; Bouchaib Essamak; Mohamed Naimane; Anas Elbaz; Hassan Ben Badida; Abdelghani Kitab; Ahmed Yarziz; Rachid El Adouani; Mohamed El Moutamassik; Abdel Ghani Benizza; Adam Morjany; Maroko; pustynia; złodziej; świątynia; komedia absurdu; religia; ironia; lokalna społeczność; tradycja; nadzieja; mistycyzm; współczesne kino arabskie; humor; metafora; wiara; tożsamość; konflikt,0,0
To zmienia wszystko,Tom Donahue,2019,Dokument; Społeczny,Hollywood; nierówności; kobiety; feminizm; przemysł filmowy; wywiady; reżyserki; aktorki; produkcja; polityka; równouprawnienie; historia kina; aktywizm; ruchy społeczne; reprezentacja; prawa kobiet; dyskryminacja; przemiany kulturowe; inspiracja; analiza; społeczeństwo; wyzwania; sztuka; zmiana; współczesność; przyszłość; krytyka; równość; walka,0,0
Klasyczny horror,Roberto De Feo; Paolo Strippoli,2021,Horror; Thriller; Film międzynarodowy,Matilda Lutz; Francesco Russo; Peppino Mazzotta; Will Merrick; Yuliia Sobol; Alida Baldari Calabria; Cristina Donadio; Francesca Cavallin; Włochy; krew; przemoc; las; podróż; samochód; sekta; rytuał; groza; napięcie; ofiary; strach; klasyczny styl; gore; horror psychologiczny; survival; mrok; bezradność; niepokój; makabra; atmosfera grozy; ucieczka,0,0
Gunpowder Milkshake,Navot Papushado,2021,Akcja; Thriller; Komedia kryminalna,Karen Gillan; Lena Headey; Carla Gugino; Chloe Coleman; Michelle Yeoh; Angela Bassett; Paul Giamatti; Ralph Ineson; Adam Nagaitis; Michael Smiley; Freya Allan; kobiety zabójczynie; mafia; brutalność; walka; broń; relacje rodzinne; matka i córka; zemsta; tajemnica; humor; akcja; kino neo-noir; klub; współczesne kino akcji; dramat sensacyjny; lojalność; organizacja przestępcza; miasto nocą,0,0
Kto zabił Manuela Buendię?,Manuel Alcalá,2021,Dokument; Film międzynarodowy; Polityczny,Daniel Giménez Cacho; Meksyk; dziennikarstwo; śledztwo; polityka; morderstwo; przestępczość; lata 80.; wolność słowa; korupcja; tajemnica; historia prawdziwa; niebezpieczeństwo; mafia; władza; dziennikarze śledczy; demokracja; analiza społeczna; archiwa; świadkowie; dokumenty; politycy; zagrożenie; media; pamięć; sprawiedliwość; śmierć; bohaterstwo; krytyka; historia,0,0
Przewodnik po idealnej rodzinie,Ricardo Trogi,2021,Komedia; Dramat; Film międzynarodowy,Louis Morissette; Émilie Bierre; Catherine Chabot; Xavier Lebel; Isabelle Guérard; Gilles Renaud; Alexandre Goyette; Jean-Carl Boucher; Louise Portal; Kanada; rodzicielstwo; szkoła; dzieci; presja społeczna; sukces; oczekiwania; kariera; krytyka społeczna; humor; rodzina; ojcostwo; macierzyństwo; młodzież; relacje; życie codzienne; system edukacji; satyra; współczesność; komedia obyczajowa,0,0
American Woman,Semi Chellas,2019,Dramat; Kino niezależne,Hong Chau; Sarah Gadon; John Gallagher Jr.; Lola Kirke; Ellen Burstyn; David Cubitt; Jordan Pettle; Richard Walters; lata 70.; USA; ruchy społeczne; aktywizm; porwanie; wojna w Wietnamie; bunt; prawa obywatelskie; dramat psychologiczny; kobieta; ucieczka; tajemnica; rewolucja; napięcie; walka; miłość; relacje rodzinne; zmagania; historia polityczna; kino feministyczne; wolność,0,0
Bridgerton: Afterparty,,2021,Rozrywka; Komedia,David Spade; London Hughes; Fortune Feimster; talk-show; Bridgerton; obsada; wywiady; komedia; żarty; show telewizyjny; Netflix; celebracja; występy; prowadzący; panel; gwiazdy; rozmowy; kulisy; humor; stand-up; improwizacja; publiczność; rozrywka; brytyjski serial; regencja; event; śmiech; zabawa; współczesna forma; show,0,0
Dzień przeznaczenia,Akay Mason; Abosi Ogba,2021,Film familijny; Dramat; Film międzynarodowy,Olumide Oworu; Denola Grey; Gbemi Akinlade; Jide Kosoko; Ireti Doyle; Norbert Young; Toyin Abraham; Blossom Chukwujekwu; Broda Shaggi; Ini Dima-Okojie; Deyemi Okanlawon; Nigeria; młodzież; bracia; podróż w czasie; decyzje życiowe; los; rodzina; dramat obyczajowy; moralność; tradycja; przygoda; kino nigeryjskie; relacje; humor; emocje; wartości; codzienność; miłość,0,0
Born to Play,Viridiana Lieberman,2020,Dokument; Film sportowy,futbol amerykański; kobiety; sport; USA; drużyna; rywalizacja; pasja; trening; emocje; siła; walka; inspiracja; bariera; przełamywanie stereotypów; drużyna kobieca; zdrowie; równouprawnienie; sportowcy; determinacja; motywacja; trener; wsparcie; sport amatorski; poświęcenie; praca zespołowa; współpraca; sukces; kibice; rozwój,0,0
American Ultra,Nima Nourizadeh,2015,Akcja; Komedia; Thriller,Jesse Eisenberg; Kristen Stewart; Topher Grace; Connie Britton; Walton Goggins; John Leguizamo; Bill Pullman; Tony Hale; Lavell Crawford; Stuart Greer; tajny agent; broń; CIA; eksperyment; narkotyki; akcja; komedia; przemoc; pamięć; miłość; spisek; tajemnica; walka; atak; małe miasteczko; humor; bohater; ściganie; konspiracja; niebezpieczeństwo,0,0
The Stand-Up,Daniel Růžička,2019,Stand-up; Komedia,Iva Pazderková; Lukáš Pavlásek; Daniel Čech; Petr Cerha; Ondřej Havlík; Radek Petráš; Zbyněk Vičar; Pavel Tomeš; Nela Berg; Czechy; stand-up; żarty; scena komediowa; publiczność; show; improwizacja; obserwacje; humor; ironia; satyra; kabaret; śmiech; wydarzenie; występy; scenariusz; artysta; zabawa; współczesna kultura,0,0
Wycieczka,Juraj Šajmovič,2016,Komedia; Dokument; Film międzynarodowy,Miloš Knor; Lukáš Pavlásek; Tomáš Matonoha; Ester Kočičková; Michal Kavalčík; Richard Nedvěd; Czechy; podróż; humor; kabaret; improwizacja; show; satyra; scena; występ; publiczność; żarty; muzyka; teatr; dokument sceniczny; komedia estradowa; kultura czeska; rozrywka; artyści; estrada; wystąpienia; współczesna sztuka; wydarzenie,0,0
Ulica Strachu: Część 2 – 1978,Leigh Janiak,2021,Horror; Thriller,Sadie Sink; Emily Rudd; Ryan Simpkins; McCabe Slye; Ted Sutherland; Jordana Spiro; Gillian Jacobs; Kiana Madeira; Benjamin Flores Jr.; Ashley Zukerman; Olivia Scott Welch; Chiara Aurelia; Jordyn DiNatale; obóz letni; morderca; maska; przemoc; krew; ofiary; ucieczka; lata 70.; młodzież; horror slasher; napięcie; zagrożenie; rytuał; tajemnica; strach; walka o przetrwanie; noc,0,0
Znajdując męża,Femi D. Ogunsanwo,2020,Komedia; Dramat; Film międzynarodowy,Ade Laoye; Munachi Abii; Kehinde Bankole; Charles Etubiebi; Paul Utomi; Efa Iwara; Tina Mba; Tope Tedela; Demi Banwo; Teniola Aladese; Delroy Norman; Omowunmi Dada; Nigeria; randki; miłość; przyjaźń; kariera; kobieta; relacje damsko-męskie; wybór; społeczeństwo; komedia romantyczna; obyczajowy; przygoda; uczucia; emocje; humor; kultura nigeryjska; rodzina; życie,0,0
Jak zostałem superbohaterem,Douglas Attal,2021,Akcja; Fantasy; Dramat; Film międzynarodowy,Pio Marmaï; Vimala Pons; Benoît Poelvoorde; Leïla Bekhti; Swann Arlaud; Gilles Cohen; Léonie Souchaud; Camille Japy; Louis Peres; Théo Christine; Francja; superbohaterowie; policja; spisek; moce; śledztwo; tajemnica; bohater; walka; mrok; zagrożenie; społeczeństwo; komedia akcji; dramat obyczajowy; kryminał; współczesność; młodzież; efektowne sceny; science fiction,0,0
Ostatnie lato,,2021,Dramat; Romans; Film międzynarodowy,Fatih Şahin; Ece Çeşmioğlu; Halit Özgür Sarı; Aslıhan Malbora; Eray Ertüren; Eren Ören; Ozan Kaya Oktu; Talha Öztürk; Merve Nur Bengi; Sümeyye Aydoğan; Turcja; młodzież; miłość; lato; emocje; relacje; przyjaźń; uczucia; nostalgia; dorastanie; wybory; dramat obyczajowy; życie rodzinne; tradycja; wolność; tęsknota; marzenia; codzienność; relacje damsko-męskie,0,0
Lee Su-geun: Trener śmiechu,Kim Joo-hyung,2021,Stand-up; Komedia,Lee Su-geun; Korea Południowa; stand-up; humor; scena; publiczność; show; obserwacje; żarty; improwizacja; wydarzenie; rozrywka; artysta; kabaret; współczesność; zabawa; ironia; satyra; kultura koreańska; śmiech; teatr; rozrywka sceniczna; performance; występ; kreatywność; telewizja; inspiracja; komedia sytuacyjna,0,0
Śmiertelna miłość,Avi Federgreen,2021,Thriller; Dramat,David Pinard; Joelle Farrow; Torri Higginson; Tommie-Amber Pirie; Kanada; relacje; obsesja; miłość; niebezpieczeństwo; zdrada; kłamstwo; sekrety; zagrożenie; tajemnica; psychopata; kobieta; dramat psychologiczny; emocje; rodzina; uczucia; przemoc; mroczne oblicze; thriller romantyczny; napięcie; dramat obyczajowy; intryga; kryminał; współczesność; walka o życie,0,0
Ratchet i Clank,Jericca Cleland; Kevin Munroe,2016,Animacja; Film familijny; Komedia; Sci-Fi,Paul Giamatti; John Goodman; Bella Thorne; Rosario Dawson; Jim Ward; Armin Shimerman; Vincent Tong; Andrew Cownden; James Arnold Taylor; David Kaye; Sylvester Stallone; gra komputerowa; science fiction; kosmos; przyg,0,0
Rock the Kasbah,Barry Levinson,2015,Komedia;Muzyczny;Film obyczajowy;Film wojenny,Bill Murray;Kate Hudson;Zooey Deschanel;Danny McBride;Scott Caan;Leem Lubany;Bruce Willis;Arian Moayed;Taylor Kinney;Glenn Fleshler;Afganistan;koncert;muzyka;piosenkarka;wojna;show-biznes;menedżer;talent;humor;przygoda;amerykański film;kariera;kabaret;piosenki;rywalizacja;producent muzyczny;przemiana bohatera;estrada;konflikt kulturowy;wyprawa,0,0
Awon Boyz,Tolulope Itegboje,2019,Film dokumentalny;Film międzynarodowy,Nigeria;Lagos;ulica;gangi;młodość;ubóstwo;walka o przetrwanie;przestępczość;tożsamość;społeczeństwo;problemy społeczne;kultura;codzienność;realizm;bezrobocie;walka;marzenia;społeczności lokalne;gang;muzyka;rap;trudne wybory;los młodych;margines społeczny;dzielnice;ubóstwo miejskie;życie codzienne;nadzieja;społeczny portret;przemoc,0,0
Brick Mansions,Camille Delamarre,2014,Akcja;Sensacja;Film międzynarodowy,Paul Walker;David Belle;RZA;parkour;gangi;Detroit;akcja;sztuki walki;pościgi;skoki;miasto;przemoc;broń;detonacje;policja;przestępczość;korupcja;misja;adrenalina;akrobacje;ekstremalne sceny;przetrwanie;spisek;granice prawa;dynamiczne walki;akcja miejska;wybuchy;partnerstwo;ratowanie miasta;bohaterowie,0,0
Clash,Pascal Atuma,2020,Dramat;Film międzynarodowy,Omoni Oboli;Brian Hooks;Stephanie Linus;konflikt;rodzina;kultura;Nigeria;tożsamość;małżeństwo;społeczeństwo;problemy rodzinne;zderzenie kultur;afrykańskie kino;dramat obyczajowy;uczucia;emocje;decyzje życiowe;trudne wybory;miłość;rozstanie;wyzwania;kariera;walka o siebie;społeczne bariery;rodzicielstwo;rodziny mieszane;przełamywanie stereotypów;kobieta;relacje damsko-męskie;komunikacja,0,0
Major Grom: Lekarz Plagi,Oleg Trofim,2021,Akcja;Sensacja;Film międzynarodowy,Tikhon Zhiznevskiy;Lyubov Aksyonova;Alexei Maklakov;komiks;superbohater;Petersburg;korupcja;walka ze złem;spisek;maski;złoczyńca;bohater;akcja;strażnik prawa;walka;sceny walki;śledztwo;policja;intryga;dramatyczne wybory;rosyjskie kino;efekty specjalne;dynamiczne sceny;policjant;strach;plaga;styl noir;zbrodnia;antybohater,0,0
Mama Drama,Seyi Babatope,2020,Dramat;Film międzynarodowy,Osas Ighodaro;Kunle Remi;Kehinde Bankole;konflikt rodzinny;matka;rodzicielstwo;adopcja;walka o dziecko;miłość matki;Nigeria;społeczne tabu;rodzina;uczucia;emocje;kobieta;trudne wybory;relacje rodzinne;społeczeństwo;dramat psychologiczny;opowieść o macierzyństwie;dziecko;losy kobiet;niezależność;afrykańskie kino;rodzinne sekrety;lojalność;odwaga;społeczny konflikt;rodzinna walka,0,0
Tango ze mną,Mahmood Ali-Balogun,2010,Dramat;Romans;Film międzynarodowy,Genevieve Nnaji;Joseph Benjamin;Joke Silva;miłość;małżeństwo;zdrada;uczucia;Nigeria;społeczeństwo;dramat obyczajowy;rodzina;rozstanie;emocje;uczciwość;intymność;walka o związek;szczęście;konflikt;wierność;przebaczenie;trudne wybory;kultura;społeczne tabu;uczucie;życie codzienne;relacje;romantyzm;przeznaczenie;tragedia,0,0
To małe uczucie,Christine Luby,2021,Romans;Film międzynarodowy;Komedia romantyczna,Saskia Hampele;Liam McIntyre;miłość;wyspa;wakacje;romans;przygoda;przeznaczenie;relacja;radość;przyjaźń;świeże uczucie;wakacyjny klimat;spotkanie;związek;emocje;intymność;śmiech;radość życia;romantyzm;nowe początki;uczucia;wakacje marzeń;piękne krajobrazy;romantyczna historia;nieoczekiwane uczucie;szczęście;radość;harmonia;film miłosny,0,0
Trzej złodzieje,Udoka Oyeka,2019,Komedia;Film międzynarodowy,Koye Kekere Ekun;Shawn Faqua;Frank Donga;napad;przestępstwo;Nigeria;gangsterzy;humor;satyra;przypadek;nieudacznicy;ucieczka;intryga;przygoda;złodzieje;policja;pościg;komedia kryminalna;farsa;rodzina;społeczeństwo;śmieszne sytuacje;afrykańskie kino;nieudane plany;przygody;nieporozumienia;zamiana ról;gangi,0,0
Wyobrażona ziemia,Yeo Siew Hua,2019,Dramat;Film międzynarodowy,Peter Yu;Liu Xiaoyi;Guo Yue;Singapur;pracownicy migranci;tajemnica;śledztwo;sen;senne wizje;urbanistyka;zniknięcie;społeczeństwo;praca;noc;marzenia;samotność;wielkie miasto;obcy;śledczy;senna atmosfera;egzystencjalny dramat;relacje ludzkie;społeczne problemy;introspekcja;wyobcowanie;społeczny komentarz;tożsamość;codzienność;nadzieja,0,0
Kaamyaab,Hardik Mehta,2020,Dramat;Film międzynarodowy,Sanjay Mishra;Deepak Dobriyal;aktorstwo;Bollywood;film;kariera;starzenie się;refleksja;przemijanie;aktor charakterystyczny;marzenia;kino;świat filmowy;emocje;rola;życie prywatne;realia aktorstwa;śmiech i łzy;portret artysty;życie zawodowe;przemysł filmowy;indyjskie kino;nostalgia;przemiana;ambicje;społeczeństwo;trudne wybory;rodzina;samotność,0,0
Powrót syna marnotrawnego,Youssef Chahine,1976,Dramat;Film międzynarodowy,Majida El Roumi;Souheir El Morshidy;rodzina;Egipt;dramat obyczajowy;tradycja;społeczeństwo;syn;konflikt rodzinny;powrót;wina;kara;społeczny obraz;uczucia;przebaczenie;rodzinne konflikty;tragiczna historia;społeczny kontekst;film psychologiczny;emocje;relacje rodzinne;lojalność;społeczny dramat;uczciwość;trudne wybory;społeczne tabu;uczucia,0,0
Si Doel: Film 2,Rano Karno,2019,Dramat;Film międzynarodowy,Maudy Koesnaedi;Rano Karno;rodzina;Indonezja;dramat obyczajowy;związek;uczucia;miłość;rodzicielstwo;przyjaźń;rodzinne konflikty;społeczeństwo;tradycja;uczciwość;poświęcenie;relacje rodzinne;emocje;dzieciństwo;przemijanie;przeznaczenie;małżeństwo;społeczny obraz;uczciwe życie;uczciwość;miłość życia;spotkanie po latach;intymność,0,0
Truckbhar Swapna,Pramod Pawar,2018,Komedia;Dramat;Film międzynarodowy,Makrand Deshpande;Kranti Redkar;sen;marzenia;Indie;praca;rodzina;społeczeństwo;komedia obyczajowa;nadzieja;walka o lepsze życie;konflikt;społeczny obraz;uczucia;codzienność;film obyczajowy;ambicje;kariera;relacje rodzinne;uczciwość;życie codzienne;problemy finansowe;społeczny komentarz;intymność;dzieciństwo;walka o byt;poświęcenie;życie miejskie,0,0
Ujala,Naresh Saigal,1959,Dramat;Film międzynarodowy,Mala Sinha;Shammi Kapoor;rodzina;Indie;miłość;klasyka Bollywood;dramat obyczajowy;tradycja;społeczeństwo;uczucia;piosenki;taneczne sceny;romans;uczciwość;film muzyczny;stare kino;emocje;relacje rodzinne;konflikt;społeczne tabu;przeznaczenie;uczciwość;piosenki filmowe;aktorzy klasyczni;złota era Bollywood;film obyczajowy;uczucia,0,0
Ulica Strachu: Część 1 – 1994,Leigh Janiak,2021,Horror;LGBTQ;Thriller;Film młodzieżowy,Kiana Madeira;Olivia Scott Welch;Benjamin Flores Jr.;Julia Rehwald;Fred Hechinger;Ashley Zukerman;Maya Hawke;Darrell Britt-Gibson;Jordana Spiro;Jordyn DiNatale;horror;slasher;klątwa;wiedźma;czarownice;lata 90.;miasteczko Shadyside;zabójca;serial killer;przekleństwo;krwawa zemsta;historia miłosna;lesbijski wątek;przyjaźń;nastolatki;przetrwanie;stara legenda;posiadłość;szpital psychiatryczny;maskowany morderca;pościg,0,0
Piękna Dylruba,Vinil Mathew,2021,Thriller;Romans;Film indyjski,Taapsee Pannu;Vikrant Massey;Harshvardhan Rane;Aditya Srivastava;Ashish Verma;Yamini Das;Daya Shankar Pandey;indie;miłość;zdrada;intryga;kryminalna zagadka;morderstwo;śledztwo;pasja;małżeństwo;zazdrość;pożądanie;emocje;rodzina;dylemat moralny;romantyzm;gra psychologiczna;tragiczny los;spisek;namiętność;sąd;policja;manipulacja;tajemnica;ciemna strona miłości;trójkąt miłosny,0,0
Święta na Marsie,Neri Parenti,2020,Komedia;Film włoski;Świąteczny,Christian De Sica;Massimo Boldi;Lucia Mascino;Milena Vukotic;Paola Minaccioni;Herbert Ballerina;Denise Tantucci;Fiammetta Cicogna;Francesco Bruni;Alessandro Bisegna;komedia romantyczna;święta;Boże Narodzenie;rodzina;wakacje;przygoda;kosmos;Mars;farsa;satyra;włoski humor;związek;przyjaciele;relacje rodzinne;gagi;planeta;podróż kosmiczna;parodia;fantazja;miłość,0,0
Grzechotnik – Historia Ahanny,Ramsey Nouah,2020,Dramat;Thriller;Film nigeryjski,Stan Nze;Osas Ighodaro;Bucci Franklin;Odera Adimorah;Efa Iwara;Emeka Nwagbaraocha;Elma Mbadiwe;Norbert Young;Brutus Richard;Chinyere Wilfred;gangsterzy;Nigeria;mafia;rodzina;dziedzictwo;zemsta;przestępczość;zdrada;ambicja;korupcja;bogactwo;pościg;broń;miłość;romans;tragiczny los;spisek;zawiść;siła;walka;intryga;przyjaźń;dramat rodzinny,0,0
Snowpiercer,Bong Joon Ho,2013,Akcja;Thriller;Film kultowy;Film międzynarodowy;Sci-Fi,Chris Evans;Song Kang-ho;Ed Harris;John Hurt;Tilda Swinton;Jamie Bell;Octavia Spencer;Ewen Bremner;Alison Pill;Ko A-sung;Luke Pasqualino;pociąg;postapokalipsa;rewolucja;walka klas;zimowy krajobraz;lodowy świat;dystopia;rewolucja społeczna;system klasowy;przetrwanie;władza;totalitaryzm;przyszłość;broń;eksperyment;katastrofa;społeczne nierówności;dramat,0,0
Ósma Noc,Kim Tae-hyung,2021,Horror;Thriller;Film koreański,Lee Sung-min;Park Hae-joon;Kim You-jung;Nam Da-reum;Choi Jin-ho;Kim Dong-yeong;Lee Eal;demon;rytuał;klątwa;buddyzm;przepowiednia;zło;świątynia;poszukiwacz;egzorcyzmy;zabójstwo;śledztwo;strach;duch;nadprzyrodzone siły;tradycja;koreańska kultura;apokalipsa;mistycyzm;potwór;nocne koszmary;śmierć;ofiara;legendy,0,0
Winchester: Dom duchów,Michael Spierig;Peter Spierig,2018,Horror;Thriller;Fantasy,Helen Mirren;Jason Clarke;Sarah Snook;Angus Sampson;Finn Scicluna-O'Prey;Laura Brent;Tyler Coppin;Eamon Farren;Bruce Spence;dom nawiedzony;dziedzictwo;spirytualizm;broń palna;klątwa;strach;architektura;wiktoriańska posiadłość;duchy;zjawy;przekleństwo;rodzina Winchesterów;psychologia;koszmar;śmierć;strach;dziedzictwo;opętanie;widma;tragiczna historia;tajemnica;groza,0,0
6 Nabojów,Ernie Barbarash,2012,Akcja;Thriller,Jean-Claude Van Damme;Joe Flanigan;Anna-Louise Plowman;Charlotte Beaumont;Steve Nicolson;Uriel Emil;Louis Dempsey;Mark Lewis;Kristopher Van Varenberg;Bianca Brigitte VanDamme;porwanie;ratunek;przestępcy;handel ludźmi;Europa Wschodnia;były żołnierz;detektyw;walka;pościg;przemoc;broń;spisek;rodzina;śledztwo;zemsta;ratowanie dziecka;przestępczość zorganizowana;gangsterzy,0,0
